Job_Id,Creation_Date,Job_Title,Business_Unit,Country,City_or_Town,Institution,Qualifications_Type,Qualification_Name,Other_Qualifications,Professional_Qualification,General_Work_Experience,current_Salay,Expected_Salary,General_Availability,Gender,Current_Employer,Current_Title,Job_Experience_Level,Type_of_Employment,Eligibility_Namibia,Academic_Average,Campus_Hire_or_Experienced_Hire,Tax_Company_Experience,Interview_Score
43-941-6798,11/07/2019 13:02,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Pinetown,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,None,824581,1008897,Available immediately,Female,Ackermans,Hr Generalist,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
43-941-6798,24/07/2019 9:50,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Johannesburg,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,7-10 years,650313,1037953,Available immediately,Male,South African Police Service,Finance Assistant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
43-941-6798,24/07/2019 13:48,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Randsburg,Namibia University of Science and Technology (NUST),Honours Degree/ Honours equivalent,None,NA,none,1 - 2 years,968252,1068849,Available immediately,Female,Blue Falcon Trading  (Pty) Ltd,Human Resources Clerk,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
43-941-6798,28/07/2022 22:14,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Johannesburg,The International University of Management,Bachelors Degree,Economic And Management Sciences,Bachelor of Commerce in Human Resource Management,None,7-10 years,692736,870733,Available at 24-hours’ notice,Female,Statistics South Africa,Field Operator Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.77
43-941-6798,23/07/2019 17:58,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Higher Diploma,I Am Currently Busy Completing My Degree,NA,none,3 - 4 years,762547,674009,Available immediately,Female,Bank Windhoek,Relief Support - Treasury Department,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.93
43-941-6798,10/07/2019 16:43,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Johannesburg,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,3 - 4 years,639811,1193910,Available immediately,Female,Transnet Freight Rail,Change Management And Culture Specialist,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
43-941-6798,20/07/2022 8:24,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,none,None,4 - 5 years,987487,1012050,Available immediately,Prefer not to say,Nictus Namibia,Sales Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.45
43-941-6798,22/07/2022 14:43,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,The Institute of Information Technology,Honours Degree,None,none,none,Greater than 13 years,779831,704614,Must honour 30 day notice period (or longer),Female,Hartlief Continental Meat Products,Human Resources Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.09
43-941-6798,25/07/2019 7:25,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Bachelor Degree Industrial Psychology And Sociology Honours,NA,none,7-10 years,811307,1052564,Available immediately,Female,New Era Newspaper,Writer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.97
43-941-6798,12/07/2019 9:16,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,Greater than 13 years,871745,805834,Available immediately,Female,Flamingo Inflight Catering,Payroll Clerk,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.29
43-941-6798,25/07/2019 7:46,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Johannesburg,University of Namibia (UNAM),Masters Degree,None,NA,none,2 - 3 years,647068,797535,Available immediately,Male,Discovery Limited,Human Resources Administrator,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
43-941-6798,18/07/2019 12:00,Junior HR Consultant | People & Purpose,People & Purpose,Nigeria,Lagos,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,It Is An Online Program,NA,none,2 - 3 years,1071549,980201,Available immediately,Female,Infobip,People Operations Generalist - Africa,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.06
43-941-6798,26/07/2022 11:30,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Khatima,The International University of Management,Higher Diploma,None,none,None,7-10 years,920074,1015761,Available immediately,Male,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.69
43-941-6798,19/07/2022 15:02,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,This Was An Online Days Training It Was A Basic Part Training On How To Successfully Load Employees Pull Reports And Make Necessary Changes On Employee Profiles,none,None,7-10 years,691663,1136773,Must honour 30 day notice period (or longer),Male,Fp Du Toit Transport,Senior Human Resources Officer,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,5.22
43-941-6798,15/07/2019 17:20,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Completed,NA,none,4 - 5 years,1108030,1104774,Available immediately,Female,Red Bull Guest House,Receptionist And Housekeeping,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.82
43-941-6798,15/07/2019 20:57,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,The International University of Management,Honours Degree/ Honours equivalent,None,NA,none,1 - 2 years,1136561,849060,Available immediately,Male,Star For Life,Assistant Life Skills Coach,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.09
43-941-6798,10/07/2019 13:27,Junior HR Consultant | People & Purpose,People & Purpose,South Africa,Johannesburg,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,7-10 years,1144019,886623,Available immediately,Male,Deloitte Touche Tohmatsu Ltd.,Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.96
43-941-6798,14/07/2019 9:09,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,University of Namibia (UNAM),Certificate,None,NA,none,7-10 years,1223403,1200416,Available immediately,Female,Capricorn Private Wealth,Credit Clerk,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,2.87
43-941-6798,25/07/2022 13:09,Junior HR Consultant | People & Purpose,People & Purpose,Namibia,Windhoek,University of Namibia (UNAM),Higher Diploma,Bachelors Degree Of Commerce In Human Resource Ma,NA,BCOM,1 - 2 years,776081,784026,"Available immediately, Available at 24-hours’ notice",Male,Roads Authority,Senior Human Resources Officer,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,2.36
27-162-0318,18/08/2021 20:18,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,None,NA,none,Greater than 13 years,745743,885100,Available at 1-weeks’ notice,Male,Namibia Training Authority,Financial Etg Claims Evaluation Officer,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,3.75
27-162-0318,14/08/2021 14:41,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,South Africa,Cape Town,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,11 - 13 years,1150581,1073740,Must honour 30 day notice period (or longer),Female,Bdo South Africa,Is Auditor,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
27-162-0318,12/08/2021 12:00,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Zimbabwe,Kwekwe,University of Namibia (UNAM),Bachelors Degree,None,NA,none,1 - 2 years,835158,1098373,Available immediately,Female,Zimbabwe National Water Authority (Zinwa),Revenue Officer,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,5.5
27-162-0318,09/08/2021 16:19,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Masters Degree,None,None,none,5 - 7 years,926960,827760,Available immediately,Female,Voraltex Trading Cc,Network And Systems Admin,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.1
27-162-0318,17/08/2021 12:33,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,0 - 1 years,709889,1228964,Must honour 30 day notice period (or longer),Female,Woermannbrock & Co. L Windhoek,Internal Auditor,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,3.58
27-162-0318,19/08/2021 15:46,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Namibia,Okahandja,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,4 - 5 years,1218359,1059706,Available at 1-weeks’ notice,Male,Ileni Gebhardt & Company Incorporated,Legal Assistant,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.65
27-162-0318,25/08/2021 17:16,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,South Africa,Johannesburg,Namibia University of Science and Technology (NUST),Bachelors Degree,My Name Is Maebaneng Mabotse I Am Currently In My Final Year Studying Bachelor Of Commerce Degree At The University Of Pretoria Im Looking For A Challenging Career With A Progressive Organization That Will Provide An Opportunity To Capitalize My Technical Skills And Abilities In The Field Of Accounting Internal Auditing Business And Finance As Now In My Final Year I Am Specializing In Accounting Internal Auditing And Business Management And I Am Studying Towards Becoming A Cia,NA,none,Greater than 13 years,887673,1240542,Available at 1-weeks’ notice,Male,none,none,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,2.33
27-162-0318,10/08/2021 11:48,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,South Africa,Nelspruit,University of Namibia (UNAM),Bachelors Degree,None,NA,none,11 - 13 years,1101989,1031700,Available immediately,Male,Rcl Foods,Creditors Ftc,Entry Level,Full-time,Yes,80-89%,Campus Hire,none,3.8
27-162-0318,20/08/2021 15:04,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,South Africa,Midrand,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,2 - 3 years,816336,903907,Available at 2-weeks’ notice,Female,Ey,Senior Information Technology Auditor,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,2.26
27-162-0318,09/08/2021 8:55,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Ghana,Accra,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,11 - 13 years,1125318,872468,Available immediately,Male,Devtraco Builders Limited,Administrative Officer (Project Administrator),Entry Level,Full-time,Yes,70-80%,Campus Hire,none,0
27-162-0318,24/08/2021 15:52,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,South Africa,Johannesburg,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,2 - 3 years,1156423,882466,Available at 2-weeks’ notice,Male,Kavango East Regional Council,Senior Internal Audit Consultant,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
27-162-0318,17/08/2021 9:56,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,2 - 3 years,844906,713661,"Available immediately, Available at 24-hours’ notice",Female,Eon Property Services,Accountant,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,4.95
27-162-0318,11/08/2021 10:03,Junior Internal Audit Consultant| Risk Advisory,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,4 - 5 years,1210281,724868,"Available at 1-weeks’ notice, Available at 2-weeks’ notice",Male,Deloitte Namibia,Internal Auditor,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
71-791-8975,18/05/2022 22:37,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,I Am A Flexi Student,NA,none,Greater than 13 years,740666,645111,Available at 24-hours’ notice,Male,Namibia Institute Of Pathology Limited,Accounting Intern,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
71-791-8975,12/05/2022 13:00,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,Small Enterprise Support Global Business Management Advanced Project Management Research Methodology,none,none,0 - 1 years,1199076,1045248,Available immediately,Male,Agrimark Namibia,Creditors Clerk,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.81
71-791-8975,12/05/2022 8:35,Junior Tax Administrator,Tax,Namibia,Okahandja,University of Namibia (UNAM),Masters Degree,None,Currently busy with Post graduate diploma in Accounting,none,4 - 5 years,784174,983563,Available at 1-weeks’ notice,Male,Landsberg Drilling & Blasting Cc,Junior Accountant,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,3.23
71-791-8975,16/05/2022 23:25,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Diploma,I Have Received An Overall Basic Training In Pastel Sap Accounting Software Programs At The University Of Namibia Through A Module Called Computerized Accounting Systems Which Are Very Essential Programs Towards The Accounting Profession,NA,none,0 - 1 years,760502,926303,Available immediately,Male,Electoral Commission Of Namibia,Data Verifier,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.96
71-791-8975,14/05/2022 21:32,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Acca Is A Recognised Chartered Body In The Uk Offering Professional Qualifications The Same Qualifications Using The Same Controls Are Offered Globally And Assessment Is Carried Out By Acca Centrally Therefore Location Of Students Is Not Relevant To The Standard Of Accas Qualifications,none,None,7-10 years,1089767,1048297,Available immediately,Male,Zattu Accounting And Taxation Consulting Services Cc,Financial Accountant,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,4.66
71-791-8975,12/05/2022 9:43,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,None,Bachelor of Accounting Honours,None,4 - 5 years,781226,1083948,Available at 2-weeks’ notice,Female,Naankuse Wildlife Experience (Pty) Ltd T/A Harnas Guest Farm Wildlife Foundation,Finance Manager,Entry Level,Full-time,Yes,90-100%,Campus Hire,none,3.48
71-791-8975,12/05/2022 15:07,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,None,none,None,0 - 1 years,805848,855269,Available immediately,Male,Commerce Hub Accounting And Tax,Accountant,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.06
71-791-8975,17/05/2022 15:34,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Human Resources Banking And Finance Statistics Operation Management Mathematics Accounting,Certificate in Taxation and Management,None,0 - 1 years,655236,817633,Available immediately,Female,Dupwies Management Services,Payroll Clerk,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,5.13
71-791-8975,11/05/2022 16:17,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,None,none,None,1 - 2 years,1018263,1190743,Available immediately,Female,Old Mutual Namibia,Financia Adviser,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,2.9
71-791-8975,11/05/2022 16:23,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,none,None,3 - 4 years,1208198,838946,Available immediately,Male,Municipality Of Henties Bay,Human Resources Assistant,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,3.92
71-791-8975,14/05/2022 10:37,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,none,4 - 5 years,994198,1068067,Available immediately,Female,Nust Namibia,Creditor Officer,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,2.09
71-791-8975,12/05/2022 14:56,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,4 - 5 years,1125929,945101,"Available at 24-hours’ notice, Available at 1-weeks’ notice",Female,N/A,Warehouse Clerk,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,3.85
71-791-8975,12/05/2022 0:34,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Certificate,None,none,None,0 - 1 years,910403,668111,Available immediately,Female,"Bank Windhoek Ltd, Okahao Service Centre",Admin Support Clerk,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.1
71-791-8975,12/05/2022 8:25,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Bridging To Cta Majoring In Accounting Taxation Auditing And Financial Reporting,NA,none,2 - 3 years,1202594,917995,Available immediately,Female,Deloitte Namibia,Assistant Assurance Intern,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.87
71-791-8975,12/05/2022 8:56,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Higher Diploma,None,none,None,Greater than 13 years,1152151,1020961,Available immediately,Female,Keetmanshoop Municipality,Data Collector,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.04
71-791-8975,10/05/2022 12:20,Junior Tax Administrator,Tax,South Africa,Soweto,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,Greater than 13 years,828019,926701,Must honour 30 day notice period (or longer),Female,Group  Secure Solutions (Namibia) (Gs) (Pty) Ltd,Accounts Payable And Accounts Receivable,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,3.18
71-791-8975,16/05/2022 9:06,Junior Tax Administrator,Tax,Namibia,Windhoek,International Training College Lingua,Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,none,11 - 13 years,1228523,1063843,Must honour 30 day notice period (or longer),Male,Namibia Qualifications Authority,Administrator,Entry Level,Full-time,Yes,40-50%,Campus Hire,none,2.05
71-791-8975,17/05/2022 7:23,Junior Tax Administrator,Tax,South Africa,Midrand,Namibia University of Science and Technology (NUST),Bachelors Degree,None,none,None,None,1114525,681556,Must honour 30 day notice period (or longer),Male,University Of Venda,Financial Business Partner,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.32
71-791-8975,12/05/2022 7:11,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Business Management,Higher Certificate in Management,CPA,11 - 13 years,1114712,1006495,Must honour 30 day notice period (or longer),Female,Namibia Airports Company (Nac),Aviation Security Officer,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.45
71-791-8975,10/05/2022 14:08,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,4 - 5 years,1026395,1095187,Available at 1-weeks’ notice,Female,Analytical Laboratory Services (Pty) Ltd,Bookkeeper,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,3.95
71-791-8975,11/05/2022 13:14,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/ Honours equivalent,None,NA,none,0 - 1 years,757281,1016044,Available immediately,Male,Deloitte Namibia,Internal Audit Intern (Ra),Entry Level,Full-time,Yes,50-60%,Campus Hire,none,0
71-791-8975,11/05/2022 12:11,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,none,1 - 2 years,823784,1067353,Available immediately,Female,N/A,Administrative Officer,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.06
71-791-8975,12/05/2022 1:57,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Higher Diploma,None,NA,none,7-10 years,804587,842773,Available immediately,Female,Ministry Of Mines And Energy- Petroleum Affairs,"Regulations, Compliance And Economics",Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.94
71-791-8975,16/05/2022 10:03,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Matric Certificate,None,none,None,Greater than 13 years,1033938,871394,Available immediately,Male,Crystal Lattice Finance,Junior Financial Planner,Entry Level,Full-time,Yes,50-60%,Campus Hire,none,0
71-791-8975,17/05/2022 13:03,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Diploma,None,none,None,5 - 7 years,1162939,903332,Available at 24-hours’ notice,Male,Cambio Seguro Foreign Exchange (Pty) Ltd,Front Office Consultant,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,3
71-791-8975,11/05/2022 21:12,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree,None,none,None,4 - 5 years,1028123,742535,Available immediately,Male,Namcol Walvis Bay,Data Capturer,Entry Level,Full-time,Yes,50-60%,Campus Hire,none,0
71-791-8975,17/05/2022 16:53,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Diploma,None,none,None,4 - 5 years,1157149,1164237,Must honour 30 day notice period (or longer),Male,Atenu Developments,Accounting Associate,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,2.1
71-791-8975,12/05/2022 8:38,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,none,None,2 - 3 years,745674,804433,Available immediately,Male,Prosure Short-Term Insurance,Administrative Assistant And Underwriting Trainee,Entry Level,Full-time,Yes,50-60%,Campus Hire,none,4.59
71-791-8975,12/05/2022 9:29,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Masters Degree,None,none,None,2 - 3 years,1000694,940828,Available immediately,Male,Namibia Community Skills Development Foundation,Temporary Finance Administrator,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.42
71-791-8975,12/05/2022 9:21,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,none,None,Greater than 13 years,911841,902464,Available immediately,Female,Office Of The Auditor-General,Trainee Auditor,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,0
71-791-8975,16/05/2022 11:41,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,NA,na,0 - 1 years,821090,890586,Available immediately,Male, The Pub Restaurant,Waiter,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
71-791-8975,19/05/2022 21:34,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,None,NA,none,7-10 years,1131075,1099523,Available immediately,Male,Deloitte Namibia,Tax Administrator,Entry Level,Full-time,Yes,70-80%,Campus Hire,none,0
71-791-8975,22/05/2022 15:31,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Diploma,None,NA,"Not yet, but desired to achieve.",1 - 2 years,981330,1028019,Available immediately,Female,Eon Property Services,Accountant,Entry Level,Full-time,Yes,50-60%,Campus Hire,none,4.44
71-791-8975,19/05/2022 7:11,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,None,honours Degree in Accounting,None,7-10 years,794253,727604,"Available immediately, Available at 24-hours’ notice",Female,D &M Rail Construction Pty Ltd,Trainee Junior Accountant (Accounts Payable),Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.47
71-791-8975,19/05/2022 13:30,Junior Tax Administrator,Tax,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree,None,Finalizing final year of Diploma,none,0 - 1 years,801156,666716,Must honour 30 day notice period (or longer),Male,Deloitte & Touche,Office Assistant,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,5.14
71-791-8975,10/05/2022 4:18,Junior Tax Administrator,Tax,Namibia,Swakopmund,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,None,none,None,2 - 3 years,692180,1193465,Available immediately,Male,Allbet Sports Betting (Pty) Ltd,Cashier,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,4.53
71-791-8975,14/05/2022 8:15,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/ Honours equivalent,None,NA,none,4 - 5 years,703728,1068110,Available immediately,Female,Welwitchia Health Training Center (Whtc),Finance Clerk,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
71-791-8975,12/05/2022 13:47,Junior Tax Administrator,Tax,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/ Honours equivalent,None,NA,Looking Foward To complete CTA,7-10 years,1048181,885037,Must honour 30 day notice period (or longer),Male,Namibia Wildlife Resort,Fainacial Assistant : Debtors & Treasury,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
71-791-8975,15/05/2022 21:09,Junior Tax Administrator,Tax,Namibia,Windhoek,The International University of Management,Bachelors Degree,None,none,None,5 - 7 years,963631,982563,Must honour 30 day notice period (or longer),Female,Bank Windhoek,Imports Officer,Entry Level,Full-time,Yes,60-70%,Campus Hire,none,0
63-570-5024,21/05/2024 13:27,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Pakistan,Karachi,University of Namibia (UNAM),Matric Certificate,None,none,None,0 - 1 years,863500,1126088,Available at 2-weeks’ notice,Male,Diamond Group Of Industries,External Audit Assistant Manager Internal Audit (Regional Audit Lead),Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.64
63-570-5024,30/08/2023 7:04,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,The International University of Management,Higher Diploma,None,NA,none,0 - 1 years,983363,876703,Available immediately,Male,Kpmg Cayman Islands,Assistant Manager/Supervisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.14
63-570-5024,30/08/2023 7:04,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,7-10 years,1039735,1213378,Available immediately,Female,Cr Van Wyk And Company,Audit Supervisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
63-570-5024,25/10/2023 6:09,Manager / Senior Manager | Audit & Assurance,Audit Namibia,South Africa,Gauting,Namibia University of Science and Technology (NUST),Certificate,None,NA,CA(SA),0 - 1 years,1017915,859895,Available immediately,Male,"Sa Professional Consulting (Pty) Ltd, Sapro",Audit Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.56
63-570-5024,17/11/2023 11:00,Manager / Senior Manager | Audit & Assurance,Audit Namibia,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,CA(Nam),7-10 years,743837,693547,Available at three months' notice,Female,M+Z Motors,Group Financial Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.74
63-570-5024,31/12/2023 10:42,Manager / Senior Manager | Audit & Assurance,Audit Namibia,United Arab Emirates,Dubai,The International University of Management,Masters Degree,None,FCCA,None,11 - 13 years,1159491,738063,Must honour 30 day notice period (or longer),Male,Hlb Hamt Chartered Accountants| Member Firm Of The Global Audit And Advisory Hlb International A Uk Headquartered Medium Tier Firm.,Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.96
